Temperature(F),Dew Point(F),Humidity(%),Wind Speed(mph),Pressure(in),Value
73.87833333,72.29,93.36,2.346666667,29.96,7.0068
74.4325,72.27,92.5,2.505,29.94,8.558
74.98666667,72.26,91.63,2.663333333,29.91,9.5208
75.54083333,72.24,90.77,2.821666667,29.88,10.1626
76.095,72.23,89.9,2.98,29.86,10.537
76.64916667,72.22,89.04,3.138333333,29.83,10.1091
77.20333333,72.2,88.18,3.296666667,29.8,11.5533
77.7575,72.18,87.31,3.455,29.77,11.1789
78.31166667,72.17,86.45,3.613333333,29.74,10.9114
78.86583333,72.16,85.58,3.771666667,29.72,11.9812
79.42,72.14,84.72,3.93,29.69,12.6765
79.11583333,71.68,83.43,4.345,29.73,13.3718
78.81166667,71.22,82.15,4.76,29.77,15.7788
78.5075,70.76,80.86,5.175,29.81,16.795
78.20333333,70.3,79.58,5.59,29.85,14.2811
77.89916667,69.84,78.29,6.005,29.89,13.3184
77.595,69.38,77,6.42,29.92,11.9277
77.29083333,68.91,75.72,6.835,29.96,9.7882
76.98666667,68.45,74.43,7.25,30,9.5742
76.6825,67.99,73.15,7.665,30.04,8.558
76.37833333,67.53,71.86,8.08,30.08,8.9324
76.07416667,67.07,70.58,8.495,30.12,9.0929
75.77,66.61,69.29,8.91,30.16,9.1463
75.91916667,66.52,69.38,9.2325,30.11,9.4138
76.06833333,66.43,69.46,9.555,30.06,9.1998
76.2175,66.34,69.55,9.8775,30.02,9.0929
76.36666667,66.25,69.63,10.2,29.97,9.9487
76.51583333,66.16,69.72,10.5225,29.92,9.0929
76.665,66.07,69.81,10.845,29.88,9.7347
76.81416667,65.98,69.89,11.1675,29.83,9.7882
76.96333333,65.89,69.98,11.49,29.78,10.6975
77.1125,65.8,70.06,11.8125,29.73,10.4835
77.26166667,65.71,70.15,12.135,29.68,10.8579
77.41083333,65.62,70.23,12.4575,29.64,10.1091
77.56,65.53,70.32,12.78,29.59,10.0556
77.06083333,65.28,70.4,12.6175,29.59,10.1626
76.56166667,65.03,70.48,12.455,29.59,11.2324
76.0625,64.78,70.56,12.2925,29.6,12.3021
75.56333333,64.53,70.64,12.13,29.6,10.8045
75.06416667,64.28,70.72,11.9675,29.6,9.7347
74.565,64.03,70.79,11.805,29.6,10.5905
74.06583333,63.78,70.87,11.6425,29.6,8.8789
73.56666667,63.53,70.95,11.48,29.6,7.8626
73.0675,63.28,71.03,11.3175,29.6,7.8626
72.56833333,63.03,71.11,11.155,29.61,7.5952
72.06916667,62.78,71.19,10.9925,29.61,7.3813
71.57,62.53,71.27,10.83,29.61,6.7394
71.32666667,62.52,71.96,10.68583333,29.63,6.0976
71.08333333,62.51,72.66,10.54166667,29.65,6.5255
70.84,62.5,73.35,10.3975,29.68,6.3115
70.59666667,62.49,74.05,10.25333333,29.7,6.0441
70.35333333,62.48,74.74,10.10916667,29.72,6.0441
70.11,62.48,75.44,9.965,29.74,6.3115
69.86666667,62.47,76.13,9.820833333,29.76,6.365
69.62333333,62.46,76.82,9.676666667,29.78,6.258
69.38,62.45,77.52,9.5325,29.8,6.151
69.13666667,62.44,78.21,9.388333333,29.83,6.5255
68.89333333,62.43,78.91,9.244166667,29.85,5.9906
68.65,62.42,79.6,9.1,29.87,5.8836
68.3525,62.32,80.75,8.924166667,29.85,5.6697
68.055,62.23,81.9,8.748333333,29.82,4.9208
67.7575,62.14,83.05,8.5725,29.8,4.8674
67.46,62.04,84.2,8.396666667,29.78,5.0813
67.1625,61.94,85.35,8.220833333,29.75,4.8674
66.865,61.85,86.5,8.045,29.73,4.7069
66.5675,61.76,87.65,7.869166667,29.71,4.6534
66.27,61.66,88.8,7.693333333,29.68,5.0278
65.9725,61.56,89.95,7.5175,29.66,4.4929
65.675,61.47,91.1,7.341666667,29.64,4.386
65.3775,61.38,92.25,7.165833333,29.61,4.279
65.08,61.28,93.4,6.99,29.59,4.4395
64.825,61.35,93.65,6.745833333,29.65,4.2255
64.57,61.43,93.9,6.501666667,29.72,4.3325
64.315,61.5,94.15,6.2575,29.78,4.386
64.06,61.58,94.39,6.013333333,29.85,4.172
63.805,61.65,94.64,5.769166667,29.91,4.3325
63.55,61.72,94.89,5.525,29.98,4.3325
63.295,61.8,95.14,5.280833333,30.04,4.1185
63.04,61.87,95.39,5.036666667,30.1,4.386
62.785,61.95,95.64,4.7925,30.17,4.3325
62.53,62.02,95.88,4.548333333,30.23,4.279
62.275,62.1,96.13,4.304166667,30.3,4.065
62.02,62.17,96.38,4.06,30.36,4.065
61.97416667,62.07,96.57,4.315833333,30.37,4.065
61.92833333,61.97,96.76,4.571666667,30.39,4.0116
61.8825,61.87,96.95,4.8275,30.4,4.172
61.83666667,61.77,97.14,5.083333333,30.42,3.8511
61.79083333,61.67,97.33,5.339166667,30.43,3.5837
61.745,61.56,97.52,5.595,30.44,3.4232
61.69916667,61.46,97.7,5.850833333,30.46,3.2092
61.65333333,61.36,97.89,6.106666667,30.47,3.6371
61.6075,61.26,98.08,6.3625,30.49,4.172
61.56166667,61.16,98.27,6.618333333,30.5,3.8511
61.51583333,61.06,98.46,6.874166667,30.52,3.8511
61.47,60.96,98.65,7.13,30.53,4.1185
61.6725,61.04,97.74,7.111666667,30.51,5.0813
61.875,61.12,96.82,7.093333333,30.49,6.0441
62.0775,61.21,95.91,7.075,30.48,6.472
62.28,61.29,94.99,7.056666667,30.46,7.0603
62.4825,61.37,94.08,7.038333333,30.44,7.8092
62.685,61.46,93.16,7.02,30.42,7.4882
62.8875,61.54,92.25,7.001666667,30.4,8.2905
63.09,61.62,91.34,6.983333333,30.38,8.344
63.2925,61.7,90.42,6.965,30.36,8.2905
63.495,61.78,89.51,6.946666667,30.35,8.9859
63.6975,61.87,88.59,6.928333333,30.33,9.6277
63.9,61.95,87.68,6.91,30.31,8.0766
64.0975,61.86,87.19,6.664166667,30.25,10.1626
64.295,61.77,86.71,6.418333333,30.18,13.0509
64.4925,61.68,86.22,6.1725,30.12,14.6021
64.69,61.59,85.74,5.926666667,30.06,14.1742
64.8875,61.5,85.25,5.680833333,30,12.4091
65.085,61.42,84.76,5.435,29.94,10.3231
65.2825,61.33,84.28,5.189166667,29.87,8.9324
65.48,61.24,83.79,4.943333333,29.81,8.9859
65.6775,61.15,83.31,4.6975,29.75,8.0766
65.875,61.06,82.82,4.451666667,29.68,7.2743
66.0725,60.97,82.34,4.205833333,29.62,7.3813
66.27,60.88,81.85,3.96,29.56,8.0766
66.42916667,61.05,82.07,3.959166667,29.55,8.6115
66.58833333,61.21,82.28,3.958333333,29.54,8.451
66.7475,61.38,82.5,3.9575,29.53,7.6487
66.90666667,61.54,82.72,3.956666667,29.52,8.2371
67.06583333,61.71,82.94,3.955833333,29.51,7.9696
67.225,61.88,83.16,3.955,29.5,7.6487
67.38416667,62.04,83.37,3.954166667,29.49,9.1998
67.54333333,62.21,83.59,3.953333333,29.48,9.6277
67.7025,62.37,83.81,3.9525,29.47,8.6115
67.86166667,62.54,84.02,3.951666667,29.46,8.451
68.02083333,62.7,84.24,3.950833333,29.45,9.4673
68.18,62.87,84.46,3.95,29.44,9.0929
67.91166667,62.65,84.6,4.201666667,29.46,9.2533
67.64333333,62.44,84.74,4.453333333,29.48,8.9324
67.375,62.22,84.88,4.705,29.51,9.1463
67.10666667,62.01,85.02,4.956666667,29.53,9.1998
66.83833333,61.79,85.16,5.208333333,29.55,9.0394
66.57,61.58,85.3,5.46,29.58,8.9324
66.30166667,61.36,85.44,5.711666667,29.6,7.6487
66.03333333,61.14,85.58,5.963333333,29.62,6.7929
65.765,60.93,85.72,6.215,29.64,7.2743
65.49666667,60.71,85.86,6.466666667,29.66,6.7929
65.22833333,60.5,86,6.718333333,29.69,6.7394
64.96,60.28,86.14,6.97,29.71,6.7929
64.97916667,60.22,85.77,6.7275,29.69,6.6324
64.99833333,60.17,85.39,6.485,29.67,6.7394
65.0175,60.12,85.02,6.2425,29.65,6.8999
65.03666667,60.06,84.65,6,29.63,6.3115
65.05583333,60,84.27,5.7575,29.61,6.258
65.075,59.95,83.9,5.515,29.59,6.365
65.09416667,59.9,83.53,5.2725,29.57,6.472
65.11333333,59.84,83.15,5.03,29.55,6.258
65.1325,59.78,82.78,4.7875,29.53,5.8836
65.15166667,59.73,82.41,4.545,29.51,6.0441
65.17083333,59.68,82.03,4.3025,29.49,5.5092
65.19,59.62,81.66,4.06,29.47,5.1883
65.22083333,59.77,82.07,4.308333333,29.54,5.1883
65.25166667,59.92,82.49,4.556666667,29.61,4.9208
65.2825,60.07,82.9,4.805,29.68,4.5999
65.31333333,60.22,83.32,5.053333333,29.75,4.4929
65.34416667,60.37,83.73,5.301666667,29.82,4.6534
65.375,60.52,84.14,5.55,29.9,4.4395
65.40583333,60.66,84.56,5.798333333,29.97,4.386
65.43666667,60.81,84.97,6.046666667,30.04,4.4929
65.4675,60.96,85.39,6.295,30.11,4.6534
65.49833333,61.11,85.8,6.543333333,30.18,4.2255
65.52916667,61.26,86.22,6.791666667,30.25,4.4395
65.56,61.41,86.63,7.04,30.32,4.1185
65.52083333,61.16,86.34,7.199166667,30.25,4.279
65.48166667,60.91,86.04,7.358333333,30.18,4.172
65.4425,60.66,85.75,7.5175,30.11,4.386
65.40333333,60.4,85.46,7.676666667,30.04,4.1185
65.36416667,60.15,85.16,7.835833333,29.97,4.172
65.325,59.9,84.87,7.995,29.9,4.0116
65.28583333,59.65,84.58,8.154166667,29.82,4.279
65.24666667,59.4,84.28,8.313333333,29.75,4.386
65.2075,59.14,83.99,8.4725,29.68,4.2255
65.16833333,58.89,83.7,8.631666667,29.61,4.1185
65.12916667,58.64,83.4,8.790833333,29.54,4.4929
65.09,58.39,83.11,8.95,29.47,4.172
64.89833333,58.42,83.24,8.7875,29.48,4.386
64.70666667,58.45,83.38,8.625,29.48,4.2255
64.515,58.48,83.51,8.4625,29.48,4.0116
64.32333333,58.51,83.65,8.3,29.49,3.9046
64.13166667,58.54,83.78,8.1375,29.5,3.4232
63.94,58.58,83.92,7.975,29.5,3.4232
63.74833333,58.61,84.05,7.8125,29.5,3.5837
63.55666667,58.64,84.18,7.65,29.51,4.6534
63.365,58.67,84.32,7.4875,29.52,4.4395
63.17333333,58.7,84.45,7.325,29.52,4.172
62.98166667,58.73,84.59,7.1625,29.52,4.2255
62.79,58.76,84.72,7,29.53,3.9581
62.90666667,58.7,84.39,7.316666667,29.58,4.8139
63.02333333,58.64,84.06,7.633333333,29.64,7.3278
63.14,58.58,83.73,7.95,29.69,9.8952
63.25666667,58.51,83.4,8.266666667,29.74,10.9649
63.37333333,58.45,83.07,8.583333333,29.79,11.4463
63.49,58.39,82.74,8.9,29.84,11.0184
63.60666667,58.33,82.41,9.216666667,29.9,11.9277
63.72333333,58.27,82.08,9.533333333,29.95,12.5695
63.84,58.2,81.75,9.85,30,12.623
63.95666667,58.14,81.42,10.16666667,30.06,14.1742
64.07333333,58.08,81.09,10.48333333,30.11,14.2276
64.19,58.02,80.76,10.8,30.16,15.4579
64.23,57.85,80.55,10.6625,30.12,16.5811
64.27,57.68,80.33,10.525,30.08,17.0625
64.31,57.52,80.12,10.3875,30.04,19.095
64.35,57.35,79.91,10.25,30,18.0787
64.39,57.18,79.69,10.1125,29.96,16.1532
64.43,57.01,79.48,9.975,29.92,13.6928
64.47,56.84,79.27,9.8375,29.89,12.1416
64.51,56.67,79.05,9.7,29.85,10.751
64.55,56.5,78.84,9.5625,29.81,10.1626
64.59,56.34,78.63,9.425,29.77,10.751
64.63,56.17,78.41,9.2875,29.73,10.9649
64.67,56,78.2,9.15,29.69,11.3393
64.46833333,55.85,77.81,9.481666667,29.67,11.0184
64.26666667,55.69,77.42,9.813333333,29.64,10.43
64.065,55.54,77.04,10.145,29.62,11.2858
63.86333333,55.39,76.65,10.47666667,29.59,11.7137
63.66166667,55.23,76.26,10.80833333,29.57,11.9812
63.46,55.08,75.88,11.14,29.54,11.9812
63.25833333,54.93,75.49,11.47166667,29.52,12.4626
63.05666667,54.77,75.1,11.80333333,29.5,12.5695
62.855,54.62,74.71,12.135,29.47,12.73
62.65333333,54.47,74.32,12.46666667,29.45,12.4626
62.45166667,54.31,73.94,12.79833333,29.42,13.0509
62.25,54.16,73.55,13.13,29.4,13.2114
62.31666667,54.08,73.78,12.6275,29.47,14.709
62.38333333,54,74.01,12.125,29.54,14.923
62.45,53.92,74.24,11.6225,29.62,13.8532
62.51666667,53.84,74.46,11.12,29.69,12.7835
62.58333333,53.76,74.69,10.6175,29.76,12.3021
62.65,53.68,74.92,10.115,29.84,10.6975
62.71666667,53.59,75.15,9.6125,29.91,11.0184
62.78333333,53.51,75.38,9.11,29.98,10.0556
62.85,53.43,75.6,8.6075,30.05,9.5742
62.91666667,53.35,75.83,8.105,30.12,9.1998
62.98333333,53.27,76.06,7.6025,30.2,9.0929
63.05,53.19,76.29,7.1,30.27,9.0394
62.9225,53.26,76.34,7.085833333,30.23,8.8789
62.795,53.34,76.4,7.071666667,30.2,8.2371
62.6675,53.42,76.45,7.0575,30.16,8.1836
62.54,53.49,76.5,7.043333333,30.12,7.8092
62.4125,53.56,76.56,7.029166667,30.09,7.4882
62.285,53.64,76.61,7.015,30.05,7.8092
62.1575,53.72,76.66,7.000833333,30.01,7.5417
62.03,53.79,76.72,6.986666667,29.98,7.6487
61.9025,53.86,76.77,6.9725,29.94,7.7022
61.775,53.94,76.82,6.958333333,29.9,7.4882
61.6475,54.02,76.88,6.944166667,29.87,7.0603
61.52,54.09,76.93,6.93,29.83,6.151
61.48,54.04,76.8,7.091666667,29.84,6.0976
61.44,53.98,76.66,7.253333333,29.84,6.365
61.4,53.92,76.53,7.415,29.85,6.0976
61.36,53.87,76.39,7.576666667,29.86,5.7766
61.32,53.82,76.26,7.738333333,29.87,5.0278
61.28,53.76,76.12,7.9,29.88,4.8674
61.24,53.7,75.98,8.061666667,29.88,4.9208
61.2,53.65,75.85,8.223333333,29.89,4.7604
61.16,53.6,75.72,8.385,29.9,4.8139
61.12,53.54,75.58,8.546666667,29.9,4.8139
61.08,53.48,75.45,8.708333333,29.91,4.9208
61.04,53.43,75.31,8.87,29.92,4.386
60.79333333,53.31,75.57,8.718333333,29.97,4.4395
60.54666667,53.19,75.83,8.566666667,30.02,4.2255
60.3,53.08,76.09,8.415,30.07,4.3325
60.05333333,52.96,76.35,8.263333333,30.12,4.2255
59.80666667,52.84,76.61,8.111666667,30.17,4.386
59.56,52.72,76.88,7.96,30.22,4.172
59.31333333,52.6,77.14,7.808333333,30.26,4.4929
59.06666667,52.48,77.4,7.656666667,30.31,4.279
58.82,52.36,77.66,7.505,30.36,4.172
58.57333333,52.25,77.92,7.353333333,30.41,4.1185
58.32666667,52.13,78.18,7.201666667,30.46,4.2255
58.08,52.01,78.44,7.05,30.51,4.3325
58.1625,52.07,78.51,7.380833333,30.46,3.7976
58.245,52.12,78.58,7.711666667,30.4,4.3325
58.3275,52.18,78.65,8.0425,30.35,4.0116
58.41,52.23,78.72,8.373333333,30.29,4.065
58.4925,52.29,78.79,8.704166667,30.24,3.3697
58.575,52.34,78.87,9.035,30.18,2.9953
58.6575,52.4,78.94,9.365833333,30.13,3.1558
58.74,52.46,79.01,9.696666667,30.08,4.6534
58.8225,52.51,79.08,10.0275,30.02,4.172
58.905,52.57,79.15,10.35833333,29.97,3.7441
58.9875,52.62,79.22,10.68916667,29.91,4.6534
59.07,52.68,79.29,11.02,29.86,4.7069
59.58083333,52.79,78.24,10.4325,29.91,5.5092
60.09166667,52.9,77.2,9.845,29.96,7.2208
60.6025,53.01,76.16,9.2575,30.01,8.7184
61.11333333,53.12,75.11,8.67,30.06,9.8952
61.62416667,53.23,74.06,8.0825,30.11,9.0394
62.135,53.34,73.02,7.495,30.16,9.6277
62.64583333,53.44,71.98,6.9075,30.21,10.1626
63.15666667,53.55,70.93,6.32,30.26,10.644
63.6675,53.66,69.89,5.7325,30.31,10.8045
64.17833333,53.77,68.84,5.145,30.36,11.6603
64.68916667,53.88,67.8,4.5575,30.41,12.7835
65.2,53.99,66.75,3.97,30.46,12.1416
65.36833333,54.09,66.45,3.971666667,30.41,13.3718
65.53666667,54.2,66.15,3.973333333,30.35,15.4044
65.705,54.3,65.85,3.975,30.3,17.2764
65.87333333,54.4,65.55,3.976666667,30.24,16.4741
66.04166667,54.5,65.25,3.978333333,30.19,15.1904
66.21,54.6,64.96,3.98,30.14,12.8905
66.37833333,54.71,64.66,3.981666667,30.08,11.6068
66.54666667,54.81,64.36,3.983333333,30.03,11.4463
66.715,54.91,64.06,3.985,29.97,10.5905
66.88333333,55.02,63.76,3.986666667,29.92,10.6975
67.05166667,55.12,63.46,3.988333333,29.86,10.3231
67.22,55.22,63.16,3.99,29.81,10.3231
67.3225,55.35,63.6,4.4075,29.86,11.0719
67.425,55.47,64.04,4.825,29.9,12.0347
67.5275,55.6,64.47,5.2425,29.94,10.644
67.63,55.73,64.91,5.66,29.99,10.8045
67.7325,55.85,65.35,6.0775,30.04,10.537
67.835,55.98,65.79,6.495,30.08,11.2324
67.9375,56.11,66.23,6.9125,30.12,10.751
68.04,56.23,66.67,7.33,30.17,10.6975
68.1425,56.36,67.1,7.7475,30.22,10.43
68.245,56.49,67.54,8.165,30.26,10.43
68.3475,56.61,67.98,8.5825,30.3,11.4463
68.45,56.74,68.42,9,30.35,12.4626
68.28833333,56.63,68.81,9.004166667,30.33,12.9974
68.12666667,56.52,69.19,9.008333333,30.31,14.3346
67.965,56.41,69.58,9.0125,30.29,13.7997
67.80333333,56.3,69.97,9.016666667,30.27,12.2486
67.64166667,56.19,70.36,9.020833333,30.25,10.8045
67.48,56.08,70.74,9.025,30.24,9.6812
67.31833333,55.96,71.13,9.029166667,30.22,10.1091
67.15666667,55.85,71.52,9.033333333,30.2,8.9324
66.995,55.74,71.91,9.0375,30.18,9.0394
66.83333333,55.63,72.29,9.041666667,30.16,7.3813
66.67166667,55.52,72.68,9.045833333,30.14,7.0068
66.51,55.41,73.07,9.05,30.12,7.1673
66.34,55.56,73.09,9.059166667,30.08,7.6487
66.17,55.71,73.11,9.068333333,30.03,7.3813
66,55.86,73.13,9.0775,29.99,8.2905
65.83,56,73.15,9.086666667,29.95,8.0231
65.66,56.15,73.17,9.095833333,29.9,6.7394
65.49,56.3,73.18,9.105,29.86,6.5255
65.32,56.45,73.2,9.114166667,29.82,7.2743
65.15,56.6,73.22,9.123333333,29.77,7.3813
64.98,56.74,73.24,9.1325,29.73,6.151
64.81,56.89,73.26,9.141666667,29.69,6.6324
64.64,57.04,73.28,9.150833333,29.64,5.9371
64.47,57.19,73.3,9.16,29.6,5.9371
64.4425,57.11,73.52,9.316666667,29.59,4.9743
64.415,57.04,73.74,9.473333333,29.57,5.5092
64.3875,56.96,73.96,9.63,29.56,4.7604
64.36,56.88,74.17,9.786666667,29.55,4.4929
64.3325,56.81,74.39,9.943333333,29.53,4.4395
64.305,56.73,74.61,10.1,29.52,4.5999
64.2775,56.65,74.83,10.25666667,29.51,4.386
64.25,56.58,75.05,10.41333333,29.49,4.7069
64.2225,56.5,75.26,10.57,29.48,4.4929
64.195,56.42,75.48,10.72666667,29.47,4.3325
64.1675,56.35,75.7,10.88333333,29.45,4.3325
64.14,56.27,75.92,11.04,29.44,4.279
64.12083333,56.19,75.98,11.05083333,29.44,4.1185
64.10166667,56.12,76.04,11.06166667,29.43,4.2255
64.0825,56.04,76.1,11.0725,29.43,4.0116
64.06333333,55.97,76.17,11.08333333,29.42,4.3325
64.04416667,55.89,76.23,11.09416667,29.42,4.279
64.025,55.82,76.29,11.105,29.42,4.3325
64.00583333,55.74,76.35,11.11583333,29.41,4.172
63.98666667,55.66,76.41,11.12666667,29.41,4.3325
63.9675,55.59,76.47,11.1375,29.4,4.2255
63.94833333,55.51,76.54,11.14833333,29.4,4.2255
63.92916667,55.44,76.6,11.15916667,29.39,4.386
63.91,55.36,76.66,11.17,29.39,4.386
63.57666667,55.19,76.67,10.99083333,29.48,4.386
63.24333333,55.02,76.67,10.81166667,29.57,4.065
62.91,54.85,76.68,10.6325,29.66,4.065
62.57666667,54.68,76.69,10.45333333,29.76,4.1185
62.24333333,54.51,76.69,10.27416667,29.85,3.6906
61.91,54.34,76.7,10.095,29.94,3.3697
61.57666667,54.16,76.71,9.915833333,30.03,3.3162
61.24333333,53.99,76.71,9.736666667,30.12,3.9046
60.91,53.82,76.72,9.5575,30.22,3.6906
60.57666667,53.65,76.73,9.378333333,30.31,4.0116
60.24333333,53.48,76.73,9.199166667,30.4,4.6534
59.91,53.31,76.74,9.02,30.49,4.279
60.39333333,53.42,76,9.200833333,30.44,5.6162
60.87666667,53.53,75.26,9.381666667,30.39,7.4347
61.36,53.64,74.53,9.5625,30.34,9.6277
61.84333333,53.75,73.79,9.743333333,30.28,10.1626
62.32666667,53.86,73.05,9.924166667,30.23,11.7672
62.81,53.98,72.32,10.105,30.18,11.8742
63.29333333,54.09,71.58,10.28583333,30.13,11.4998
63.77666667,54.2,70.84,10.46666667,30.08,10.1626
64.26,54.31,70.1,10.6475,30.02,11.1254
64.74333333,54.42,69.36,10.82833333,29.97,12.9439
65.22666667,54.53,68.63,11.00916667,29.92,12.2486
65.71,54.64,67.89,11.19,29.87,13.1044
65.95166667,54.66,67.31,11.335,29.9,15.6718
66.19333333,54.68,66.73,11.48,29.93,17.2764
66.435,54.7,66.15,11.625,29.96,18.0787
66.67666667,54.71,65.57,11.77,29.99,18.6136
66.91833333,54.73,64.99,11.915,30.02,15.8858
67.16,54.75,64.4,12.06,30.04,12.9439
67.40166667,54.77,63.82,12.205,30.07,10.644
67.64333333,54.79,63.24,12.35,30.1,9.7347
67.885,54.8,62.66,12.495,30.13,9.2533
68.12666667,54.82,62.08,12.64,30.16,9.5742
68.36833333,54.84,61.5,12.785,30.19,9.0929
68.61,54.86,60.92,12.93,30.22,10.537
68.49666667,54.95,61.29,13.35083333,30.23,10.8045
68.38333333,55.04,61.66,13.77166667,30.25,11.9277
68.27,55.13,62.02,14.1925,30.26,12.3021
68.15666667,55.22,62.39,14.61333333,30.27,12.4091
68.04333333,55.31,62.76,15.03416667,30.29,12.0881
67.93,55.4,63.12,15.455,30.3,11.8207
67.81666667,55.5,63.49,15.87583333,30.31,11.6068
67.70333333,55.59,63.86,16.29666667,30.33,11.2324
67.59,55.68,64.23,16.7175,30.34,11.2858
67.47666667,55.77,64.6,17.13833333,30.35,10.8045
67.36333333,55.86,64.96,17.55916667,30.37,10.8579
67.25,55.95,65.33,17.98,30.38,11.4463
67.15,55.7,65.44,17.79166667,30.35,13.0509
67.05,55.46,65.56,17.60333333,30.32,13.6393
66.95,55.21,65.67,17.415,30.29,13.1579
66.85,54.96,65.78,17.22666667,30.26,11.3393
66.75,54.72,65.9,17.03833333,30.23,9.8417
66.65,54.47,66.01,16.85,30.2,9.5208
66.55,54.22,66.12,16.66166667,30.18,10.0556
66.45,53.98,66.24,16.47333333,30.15,9.1998
66.35,53.73,66.35,16.285,30.12,8.6115
66.25,53.48,66.46,16.09666667,30.09,8.0231
66.15,53.24,66.58,15.90833333,30.06,8.5045
66.05,52.99,66.69,15.72,30.03,8.1301
65.55833333,52.68,66.81,15.32666667,29.98,8.2371
65.06666667,52.36,66.93,14.93333333,29.93,8.344
64.575,52.05,67.06,14.54,29.88,8.665
64.08333333,51.74,67.18,14.14666667,29.83,8.6115
63.59166667,51.42,67.3,13.75333333,29.78,8.5045
63.1,51.11,67.42,13.36,29.74,8.1301
62.60833333,50.8,67.54,12.96666667,29.69,7.4882
62.11666667,50.48,67.66,12.57333333,29.64,6.7394
61.625,50.17,67.78,12.18,29.59,6.8999
61.13333333,49.86,67.91,11.78666667,29.54,6.151
60.64166667,49.54,68.03,11.39333333,29.49,6.472
60.15,49.23,68.15,11,29.44,5.7766
60.03666667,49.07,67.9,11.1825,29.5,5.4022
59.92333333,48.91,67.65,11.365,29.57,5.0813
59.81,48.74,67.4,11.5475,29.63,5.6162
59.69666667,48.58,67.15,11.73,29.7,5.3487
59.58333333,48.42,66.9,11.9125,29.76,5.1883
59.47,48.26,66.65,12.095,29.83,4.7604
59.35666667,48.1,66.4,12.2775,29.89,4.9743
59.24333333,47.94,66.15,12.46,29.95,5.3487
59.13,47.78,65.9,12.6425,30.02,4.6534
59.01666667,47.61,65.65,12.825,30.08,4.7069
58.90333333,47.45,65.4,13.0075,30.15,5.1883
58.79,47.29,65.15,13.19,30.21,4.9743
58.67416667,47.04,64.72,13.42833333,30.17,4.6534
58.55833333,46.79,64.29,13.66666667,30.13,4.5999
58.4425,46.54,63.86,13.905,30.09,4.7604
58.32666667,46.29,63.43,14.14333333,30.05,4.8674
58.21083333,46.04,63,14.38166667,30.01,4.9743
58.095,45.79,62.58,14.62,29.98,4.4929
57.97916667,45.54,62.15,14.85833333,29.94,4.7069
57.86333333,45.29,61.72,15.09666667,29.9,4.6534
57.7475,45.04,61.29,15.335,29.86,4.5464
57.63166667,44.79,60.86,15.57333333,29.82,4.5999
57.51583333,44.54,60.43,15.81166667,29.78,4.4929
57.4,44.29,60,16.05,29.74,4.5999
57.4425,44.29,59.91,15.62916667,29.81,4.7069
57.485,44.3,59.82,15.20833333,29.87,4.5999
57.5275,44.3,59.73,14.7875,29.94,4.6534
57.57,44.3,59.64,14.36666667,30.01,3.9581
57.6125,44.31,59.55,13.94583333,30.07,3.8511
57.655,44.31,59.46,13.525,30.14,3.4232
57.6975,44.31,59.38,13.10416667,30.21,3.6906
57.74,44.32,59.29,12.68333333,30.27,4.279
57.7825,44.32,59.2,12.2625,30.34,4.2255
57.825,44.32,59.11,11.84166667,30.41,4.386
57.8675,44.33,59.02,11.42083333,30.47,5.4022
57.91,44.33,58.93,11,30.54,4.7069
58.33,44.42,58.23,11.18,30.47,5.1348
58.75,44.5,57.53,11.36,30.4,6.7394
59.17,44.59,56.84,11.54,30.33,9.0929
59.59,44.67,56.14,11.72,30.26,9.9487
60.01,44.76,55.44,11.9,30.19,11.3393
60.43,44.84,54.74,12.08,30.12,10.6975
60.85,44.93,54.04,12.26,30.06,11.6603
61.27,45.02,53.34,12.44,29.99,10.537
61.69,45.1,52.64,12.62,29.92,11.0184
62.11,45.19,51.95,12.8,29.85,12.6765
62.53,45.27,51.25,12.98,29.78,11.8207
62.95,45.36,50.55,13.16,29.71,11.1254
63.22333333,45.47,50.35,12.99333333,29.77,12.6765
63.49666667,45.58,50.16,12.82666667,29.84,14.3346
63.77,45.69,49.96,12.66,29.9,16.6881
64.04333333,45.8,49.76,12.49333333,29.96,17.0625
64.31666667,45.91,49.57,12.32666667,30.02,14.8695
64.59,46.02,49.37,12.16,30.08,12.3021
64.86333333,46.14,49.17,11.99333333,30.15,10.6975
65.13666667,46.25,48.98,11.82666667,30.21,10.0556
65.41,46.36,48.78,11.66,30.27,8.7184
65.68333333,46.47,48.58,11.49333333,30.34,8.8254
65.95666667,46.58,48.39,11.32666667,30.4,9.1463
66.23,46.69,48.19,11.16,30.46,9.4673
66.29666667,46.67,48.09,10.805,30.45,9.8952
66.36333333,46.65,48,10.45,30.44,9.8952
66.43,46.64,47.9,10.095,30.43,10.2161
66.49666667,46.62,47.8,9.74,30.42,10.3766
66.56333333,46.6,47.7,9.385,30.41,10.5905
66.63,46.58,47.6,9.03,30.4,11.5533
66.69666667,46.56,47.51,8.675,30.4,10.5905
66.76333333,46.54,47.41,8.32,30.39,10.0021
66.83,46.52,47.31,7.965,30.38,9.1998
66.89666667,46.51,47.22,7.61,30.37,9.5742
66.96333333,46.49,47.12,7.255,30.36,11.3928
67.03,46.47,47.02,6.9,30.35,11.6068
66.66166667,46.22,47.31,7.078333333,30.35,12.73
66.29333333,45.98,47.6,7.256666667,30.35,12.837
65.925,45.73,47.88,7.435,30.35,12.4091
